param_n_estimators,param_max_depth,param_learning_rate,param_subsample,param_colsample_bytree,param_min_child_weight,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,rank_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params
580,6,0.17791375052326433,0.8291201878520102,0.9944671747359404,6,0.8007954922108055,0.8029908972691807,0.7981530343007915,0.7985728186831009,0.8036951501154734,0.8008414785158704,0.0022423250009813082,532,0.977105284005387,0.9810186649794369,0.9782109183107519,0.9805502846299811,0.980218388985599,0.979420708182231,0.0015026965224526987,8,2.8996174335479736,0.04336767208488567,0.08546395301818847,0.008590370503554896,"{'n_estimators': 580, 'max_depth': 6, 'learning_rate': np.float64(0.17791375052326433), 'subsample': np.float64(0.8291201878520102), 'colsample_bytree': np.float64(0.9944671747359404), 'min_child_weight': 6}"
227,3,0.06882850390940987,0.9598418343333062,0.8288445403403935,2,0.7836456558773425,0.7925033467202142,0.792323509252913,0.7947332883187036,0.7877758913412564,0.7901963383020859,0.003979976463967491,551,0.8022033898305084,0.8002705902249281,0.8005425108078325,0.7986787498941306,0.8028716216216216,0.8009133724758042,0.0014861446749136265,550,0.9069445610046387,0.019059749268285388,0.020378494262695314,0.0015025220466399391,"{'n_estimators': 227, 'max_depth': 3, 'learning_rate': np.float64(0.06882850390940987), 'subsample': np.float64(0.9598418343333062), 'colsample_bytree': np.float64(0.8288445403403935), 'min_child_weight': 2}"
689,2,0.016228793930772537,0.8721735995501632,0.8445989555748594,8,0.7707049965776865,0.7809652379345258,0.7789979409746054,0.7856173677069199,0.7755662319835278,0.778370355035453,0.005025282089748082,553,0.7820971867007672,0.7804585900068446,0.7804293901291591,0.7801672640382318,0.7812819638595295,0.7808868789469063,0.0007115490142734936,553,2.2533336162567137,0.04143764911844809,0.05346074104309082,0.00816048410474087,"{'n_estimators': 689, 'max_depth': 2, 'learning_rate': np.float64(0.016228793930772537), 'subsample': np.float64(0.8721735995501632), 'colsample_bytree': np.float64(0.8445989555748594), 'min_child_weight': 8}"
572,3,0.08425917518135125,0.8787062584014742,0.7666230725780069,6,0.8054607508532423,0.8071808510638298,0.8027072758037225,0.8079114984914516,0.7940480216435577,0.8034616795711607,0.005036178940989931,511,0.8319447950854162,0.834735779198923,0.8321978299268231,0.8289728274585682,0.8351814516129032,0.8326065366565267,0.002234844355658399,528,2.063790130615234,0.07952875066466425,0.057375001907348636,0.011394360844630164,"{'n_estimators': 572, 'max_depth': 3, 'learning_rate': np.float64(0.08425917518135125), 'subsample': np.float64(0.8787062584014742), 'colsample_bytree': np.float64(0.7666230725780069), 'min_child_weight': 6}"
540,2,0.16402008010669075,0.794741852724803,0.9184357827325575,3,0.8018995929443691,0.8061190555370802,0.800543662928984,0.8073455759599332,0.7910901113736079,0.8013995997487949,0.005742753131282016,528,0.8224220522733002,0.8273944907758403,0.8233414613638275,0.8214706377250547,0.8251466890192791,0.8239550662314603,0.002104691606761882,534,1.773174810409546,0.04275232057069692,0.03962826728820801,0.008945724364337947,"{'n_estimators': 540, 'max_depth': 2, 'learning_rate': np.float64(0.16402008010669075), 'subsample': np.float64(0.794741852724803), 'colsample_bytree': np.float64(0.9184357827325575), 'min_child_weight': 3}"
689,5,0.09148202493973988,0.7698281182242285,0.8445989555748594,8,0.8063978673775408,0.8101182654402103,0.8049432197728791,0.8100429468120252,0.8024032042723631,0.8067811007350038,0.0029821790615142474,370,0.900164744645799,0.9027754967975037,0.9008964553006004,0.8977338277709106,0.9014640565882547,0.9006069162206136,0.0016716110282320607,351,3.007317304611206,0.06433247969280673,0.09854316711425781,0.01211775416432664,"{'n_estimators': 689, 'max_depth': 5, 'learning_rate': np.float64(0.09148202493973988), 'subsample': np.float64(0.7698281182242285), 'colsample_bytree': np.float64(0.8445989555748594), 'min_child_weight': 8}"
580,6,0.04625908008548132,0.8291201878520102,0.9944671747359404,6,0.8075880758807588,0.8092715231788079,0.8083953960731212,0.8071689346166612,0.80350522413212,0.8071858307762939,0.001975961177685777,347,0.880413057961359,0.8823382463152636,0.8815701929474384,0.8790732561046753,0.8805136329525557,0.8807816772562583,0.0011109540940277725,410,2.901073455810547,0.08639776017798319,0.10058040618896484,0.014258925859047079,"{'n_estimators': 580, 'max_depth': 6, 'learning_rate': np.float64(0.04625908008548132), 'subsample': np.float64(0.8291201878520102), 'colsample_bytree': np.float64(0.9944671747359404), 'min_child_weight': 6}"
227,4,0.17791375052326433,0.8291201878520102,0.9944671747359404,2,0.8048615800135044,0.8114889402443051,0.8055461616503212,0.8050148465852854,0.7978363759296823,0.8049495808846195,0.0043296378125902545,475,0.8594531510503501,0.8606242697379403,0.8602096854717923,0.8588362968528258,0.8585774058577406,0.8595401617941298,0.0007814662765553464,474,0.9413726329803467,0.04044551675131036,0.02854318618774414,0.007764038350276781,"{'n_estimators': 227, 'max_depth': 4, 'learning_rate': np.float64(0.17791375052326433), 'subsample': np.float64(0.8291201878520102), 'colsample_bytree': np.float64(0.9944671747359404), 'min_child_weight': 2}"
346,6,0.04524540213685324,0.8902403754104223,0.8699881445863519,8,0.807495741056218,0.8080133555926544,0.8036747192922763,0.8096676737160121,0.8014930437733289,0.8060689066860979,0.003014581784551612,412,0.8420253164556962,0.8453556061756518,0.8427641038653472,0.8420785804816223,0.8464198363835709,0.8437286886723776,0.0018134990689622223,517,1.7161005973815917,0.07096878805749396,0.06202054023742676,0.004363205078714598,"{'n_estimators': 346, 'max_depth': 6, 'learning_rate': np.float64(0.04524540213685324), 'subsample': np.float64(0.8902403754104223), 'colsample_bytree': np.float64(0.8699881445863519), 'min_child_weight': 8}"
559,7,0.16137052139275213,0.9277188666622199,0.9110021255964289,5,0.8019933554817276,0.8001304206064558,0.805048156758552,0.8074412532637075,0.8021108179419525,0.8033448008104791,0.002583164821680376,512,0.9941153393487642,0.9938833124215809,0.9913522012578616,0.9918277542039918,0.992696143878112,0.9927749502220621,0.001091120078445248,4,2.926385259628296,0.09934937532280592,0.11317548751831055,0.010189891788615525,"{'n_estimators': 559, 'max_depth': 7, 'learning_rate': np.float64(0.16137052139275213), 'subsample': np.float64(0.9277188666622199), 'colsample_bytree': np.float64(0.9110021255964289), 'min_child_weight': 5}"
