k,cv_f1_mean,cv_f1_std
22,0.80697802094666,0.005406263347955457
16,0.8043087841129509,0.00565285558990406
18,0.8025583757738881,0.005558451340910576
14,0.8022449582677528,0.003867024888403981
20,0.8019757151732996,0.004894177250355641
12,0.7996773793967271,0.004875100770242705
10,0.7910731443526926,0.008139855714628464
8,0.7876299723772047,0.006181131319020131
